Date,Close,Close_Prev,Close_Diff,Open,Open_Prev,Open_Diff,High,High_Prev,High_Diff,Low,Low_Prev,Low_Diff
2020-09-30,7.450252532958984,7.35483139440451,-1.280777237178785,9.449999809265137,7.291348042097162,-22.842876304098446,9.449999809265137,7.35483139440451,-22.17109478464163,9.31999969482422,7.291348042097162,-21.76664934714163
2020-10-01,7.410749435424805,7.347007398927289,-0.8601294248705329,9.369999885559082,7.35483139440451,-21.506601022058952,9.43000030517578,7.35483139440451,-22.006032275866268,9.3100004196167,7.347007398927289,-21.084779078562367
2020-10-02,7.410749435424805,7.407192237344432,-0.04800051750998718,9.43000030517578,7.347007398927289,-22.089001472303373,9.479999542236328,7.407192237344432,-21.865057014579996,9.31999969482422,7.347007398927289,-21.169445928121814
2020-10-05,7.402848720550537,7.408082058385956,0.07069356720597149,9.470000267028809,7.407192237344432,-21.782555137472848,9.470000267028809,7.408082058385956,-21.773158928218013,9.329999923706056,7.407192237344432,-20.608871404983333
2020-10-06,7.426549434661865,7.3863943175438695,-0.5406968265851713,9.380000114440918,7.408082058385956,-21.02258029847045,9.479999542236328,7.408082058385956,-21.85567071622039,9.31999969482422,7.3863943175438695,-20.74683949135923
2020-10-07,7.426549434661865,7.331431458623836,-1.2807829110257578,9.390000343322754,7.3863943175438695,-21.337656576377572,9.4399995803833,7.3863943175438695,-21.754294005551714,9.300000190734863,7.331431458623836,-21.167405287498987
2020-10-08,7.394948005676269,7.458210597839869,0.8554839346408004,9.43000030517578,7.331431458623836,-22.25417580739755,9.460000038146973,7.458210597839869,-21.160564822780003,9.380000114440918,7.331431458623836,-21.83975086165747
2020-10-09,7.410749435424805,7.494171770006046,1.1256936333924166,9.4399995803833,7.458210597839869,-20.993528290633282,9.4399995803833,7.494171770006046,-20.612583653295527,9.329999923706056,7.458210597839869,-20.062050816423547
2020-10-13,7.473954677581787,7.390785153574404,-1.1127913881636322,9.399999618530272,7.494171770006046,-20.274765168790605,9.420000076293944,7.494171770006046,-20.44403705616067,9.3100004196167,7.390785153574404,-20.61455617121563
2020-10-14,7.450252532958984,7.469132910162562,0.25341929176297734,9.380000114440918,7.390785153574404,-21.206982266493057,9.460000038146973,7.469132910162562,-21.045106976282653,9.350000381469728,7.390785153574404,-20.954172705470572
