Iee_Data,Iee_Ultimo,Iee_Abertura,Iee_Maxima,Iee_Minima,Iee_Variacao
2019-02-12,54831.32,54778.92,54929.69,54405.15,0.39
2019-02-13,54894.69,54979.16,55167.93,54743.59,0.12
2019-02-14,55420.73,54990.72,55505.85,54495.08,0.96
2019-02-15,55303.33,55398.62,55714.12,55200.39,-0.21
2019-02-18,55084.38,55313.45,55376.84,54769.86,-0.4
2019-02-19,55562.44,55160.01,55730.63,55045.15,0.87
2019-02-20,55113.2,55646.26,55818.53,55080.02,-0.81
2019-02-21,55102.76,55261.74,55303.61,54582.42,-0.02
2019-02-22,55422.26,55268.61,55533.98,54903.7,0.58
2019-02-25,55503.58,55529.06,55622.06,55303.39,0.15
2019-02-26,55352.03,55492.11,55546.29,55144.67,-0.27
2019-02-27,56201.54,55373.7,56314.92,55153.58,1.53
2019-02-28,55826.45,56260.51,56355.48,55705.04,-0.67
2019-03-01,55399.41,56012.69,56127.36,55142.37,-0.76
2019-03-06,55045.99,55459.76,55515.18,54822.58,-0.64
2019-03-07,54599.73,55090.26,55096.53,54481.48,-0.81
2019-03-08,55585.23,54426.96,55714.58,54386.79,1.8
2019-03-11,55933.55,55631.93,56152.26,55631.93,0.63
2019-03-12,56391.05,55932.01,56489.21,55724.34,0.82
2019-03-13,57100.22,56386.02,57121.48,56200.69,1.26
2019-03-14,57105.75,57094.47,57388.87,56973.47,0.01
2019-03-15,57328.06,57177.48,57835.31,57177.48,0.39
2019-03-18,57709.08,57471.62,57726.22,57429.84,0.66
2019-03-19,57620.53,57770.35,57860.43,57455.2,-0.15
2019-03-20,56755.22,57719.6,57728.6,56755.22,-1.5
2019-03-21,56083.38,56876.31,56933.0,55611.67,-1.18
2019-03-22,56429.31,55710.79,56749.93,55237.65,0.62
2019-03-25,57072.45,56566.58,57452.52,56467.44,1.14
2019-03-26,57850.01,57270.97,57850.01,57098.02,1.36
2019-03-27,55980.9,57599.14,57599.14,55956.09,-3.23
2019-03-28,57072.4,55928.99,57249.35,55823.81,1.95
2019-03-29,57449.26,57320.02,57837.47,57160.52,0.66
2019-04-01,57960.03,57548.53,58117.33,57492.19,0.89
2019-04-02,57663.8,58086.0,58211.51,57578.05,-0.51
2019-04-03,57456.81,57796.15,58103.66,57314.58,-0.36
2019-04-04,57761.94,57658.14,58025.35,57548.55,0.53
2019-04-05,58395.16,57883.85,58569.42,57868.47,1.1
2019-04-08,58483.54,58678.44,58976.54,58353.9,0.15
2019-04-09,57818.6,58340.82,58340.82,57559.07,-1.14
2019-04-10,57719.07,57939.8,58138.37,57538.7,-0.17
2019-04-11,56907.13,57557.55,57557.55,56783.29,-1.41
2019-04-12,56073.25,56707.25,56853.46,55898.67,-1.47
2019-04-15,56377.12,56258.13,56591.85,56167.29,0.54
2019-04-16,56564.1,56421.02,56860.66,56288.42,0.33
2019-04-17,56396.64,56731.74,56871.84,55925.02,-0.3
2019-04-18,57136.95,56524.0,57304.86,56448.65,1.31
2019-04-22,57440.66,57143.46,57533.69,56964.46,0.53
2019-04-23,58118.42,57621.83,58125.01,57481.88,1.18
2019-04-24,57561.44,58134.89,58146.47,57241.53,-0.96
2019-04-25,58051.53,57597.46,58178.0,57505.6,0.85
2019-04-26,58161.63,58127.66,58326.69,57934.0,0.19
2019-04-29,58355.74,58256.21,58508.19,58028.28,0.33
2019-04-30,58734.74,58494.91,58734.74,58017.75,0.65
2019-05-02,58722.86,58627.78,58765.42,58272.2,-0.02
2019-05-03,58578.61,58919.08,59070.45,58544.99,-0.25
2019-05-06,58665.43,58242.93,58668.04,57920.05,0.15
2019-05-07,58670.54,58554.01,58724.8,58302.51,0.01
2019-05-08,58977.83,58717.92,59229.7,58717.92,0.52
2019-05-09,58775.36,58912.2,59051.24,58576.66,-0.34
2019-05-10,58766.59,58776.34,58857.09,58427.41,-0.01
2019-05-13,57716.1,58607.0,58607.0,57602.06,-1.79
2019-05-14,58046.07,57926.36,58131.93,57606.7,0.57
2019-05-15,57805.86,57781.21,57939.93,57054.59,-0.41
2019-05-16,56965.89,57796.67,57803.73,56936.31,-1.45
2019-05-17,56362.14,56870.38,57206.97,56249.16,-1.06
2019-05-20,57310.75,56415.62,57338.66,56375.65,1.68
2019-05-21,58416.12,57446.02,58437.63,57446.02,1.93
2019-05-22,58807.84,58560.75,58977.53,58447.85,0.67
2019-05-23,58546.25,58759.84,58861.07,58383.84,-0.44
2019-05-24,58257.93,58632.08,58712.24,58143.15,-0.49
2019-05-27,58524.74,58506.67,58849.03,58443.95,0.46
2019-05-28,59326.71,58678.97,59326.71,58434.22,1.37
2019-05-29,59491.82,59291.18,59748.73,59281.42,0.28
2019-05-30,60330.17,59518.26,60524.59,59501.23,1.41
2019-05-31,61954.74,60207.7,61959.07,60165.44,2.69
2019-06-03,61941.15,62160.52,62385.19,61693.61,-0.02
2019-06-04,61580.42,62146.98,62221.49,61233.29,-0.58
2019-06-05,61571.73,61613.77,61902.2,61405.11,-0.01
2019-06-06,61906.25,61742.42,61946.4,61659.62,0.54
2019-06-07,61982.69,62022.56,62346.56,61823.89,0.12
2019-06-10,61329.26,61850.21,61850.21,61246.48,-1.05
2019-06-11,61507.37,61384.56,61524.09,61075.68,0.29
2019-06-12,61066.82,61517.34,61612.2,60974.53,-0.72
2019-06-13,61681.22,61239.27,61773.57,61239.27,1.01
2019-06-14,61417.69,61751.63,61981.95,61417.69,-0.43
2019-06-17,61413.16,61307.2,61580.05,61278.92,-0.01
2019-06-18,61700.7,61635.98,61969.61,61518.17,0.47
2019-06-19,62202.96,61746.01,62202.96,61488.47,0.81
2019-06-21,62210.6,62440.66,62551.39,62057.54,0.01
2019-06-24,62138.19,62342.56,62677.04,61750.91,-0.12
2019-06-25,61316.48,62091.86,62288.17,61138.19,-1.32
2019-06-26,61366.59,61500.86,61717.01,61142.67,0.08
2019-06-27,63053.12,61254.75,63053.12,60841.15,2.75
2019-06-28,63830.97,63268.4,64056.83,63268.4,1.23
2019-07-01,63956.11,64070.28,64246.0,63760.93,0.2
2019-07-02,63502.67,64082.52,64136.88,63268.88,-0.71
2019-07-03,64360.56,63489.58,64393.4,63217.35,1.35
2019-07-04,65014.18,64536.22,65115.18,64513.08,1.02
2019-07-05,65164.86,65056.44,65168.45,64592.52,0.23
2019-07-08,65776.71,65226.28,65858.29,65158.59,0.94
2019-07-10,66682.51,66077.4,66735.3,66077.4,1.38
2019-07-11,67085.98,66692.37,67085.98,66486.36,0.61
2019-07-12,66667.92,67198.65,67293.4,66454.23,-0.62
2019-07-15,66096.93,66758.47,66845.95,65997.8,-0.86
2019-07-16,66239.06,66201.85,66286.04,65900.18,0.22
2019-07-17,66485.47,66348.63,66606.65,66268.43,0.37
2019-07-18,66732.45,66679.0,66800.64,66416.89,0.37
2019-07-19,66324.73,66759.95,66806.3,66122.58,-0.61
2019-07-22,66414.78,66461.39,66560.37,66142.43,0.14
2019-07-23,66460.72,66532.61,66637.0,66260.28,0.07
2019-07-24,66271.45,66539.55,66602.93,65970.65,-0.28
2019-07-25,65258.28,66444.82,66447.61,65151.29,-1.53
2019-07-26,65330.5,65368.66,65628.1,65234.4,0.11
2019-07-29,65608.07,65458.78,65623.02,64975.88,0.42
2019-07-30,66226.95,65658.08,66229.96,65533.54,0.94
2019-07-31,66282.51,66282.34,66406.5,65790.78,0.08
2019-08-01,67271.26,66388.96,67757.66,66388.96,1.49
2019-08-02,67230.81,67325.95,67505.04,66704.19,-0.06
2019-08-05,66171.15,67015.57,67015.57,65952.61,-1.58
2019-08-06,67453.82,66113.92,67479.12,66113.92,1.94
2019-08-07,67370.48,67351.64,67373.75,66459.45,-0.12
2019-08-08,68019.24,67507.32,68231.21,67424.51,0.96
2019-08-09,68509.29,68059.23,68590.88,67934.69,0.72
2019-08-12,67905.7,68265.7,68265.7,67441.56,-0.88
2019-08-13,68596.1,67908.79,68602.11,67384.97,1.02
2019-08-14,67039.74,68271.53,68326.2,66965.29,-2.27
2019-08-15,66068.0,67145.34,67389.0,65540.07,-1.45
2019-08-16,66746.77,66455.0,66804.87,65910.44,1.03
2019-08-19,66611.32,66979.62,67285.65,66383.9,-0.2
2019-08-20,65950.05,66611.85,66611.85,65483.94,-0.99
2019-08-21,67345.85,66129.15,67411.12,65766.06,2.12
2019-08-22,67146.95,67387.6,67424.5,66829.75,-0.3
2019-08-23,66156.84,66825.5,67122.66,65777.34,-1.47
2019-08-26,65793.05,66428.46,66556.24,65588.25,-0.55
2019-08-27,65891.87,65909.87,66177.76,65261.61,0.15
2019-08-28,66264.27,65718.44,66277.24,65382.37,0.57
2019-08-29,66928.46,66338.38,67062.14,66201.27,1.0
2019-08-30,67856.73,67200.67,67866.8,67180.44,1.39
2019-09-02,68355.1,67900.36,68577.31,67900.36,0.73
2019-09-03,67480.98,68315.86,68550.88,67342.02,-1.28
2019-09-04,67997.78,67821.71,68045.56,67346.65,0.77
2019-09-05,68031.94,68042.44,68306.34,67999.74,0.05
2019-09-06,67621.86,68256.27,68298.79,67369.39,-0.6
2019-09-09,66476.65,67793.9,67898.98,66464.34,-1.69
2019-09-10,66501.18,66495.79,66501.55,65969.98,0.04
2019-09-11,67819.51,66801.38,67821.56,66742.64,1.98
2019-09-12,68315.66,67995.05,68345.87,67863.91,0.73
2019-09-13,67829.85,68392.21,68426.17,67692.73,-0.71
2019-09-16,67658.48,67826.43,68126.3,67282.54,-0.25
2019-09-17,68248.49,67621.03,68248.49,67408.07,0.87
2019-09-18,68272.48,68215.88,68351.06,67892.74,0.04
2019-09-19,68991.5,68442.5,69308.9,68442.5,1.05
2019-09-20,68291.56,69197.62,69197.62,68255.06,-1.01
2019-09-23,68053.07,68202.7,68291.58,67735.62,-0.35
2019-09-24,67605.44,68236.86,68338.58,67481.96,-0.66
2019-09-25,67054.41,67501.82,67514.2,66669.13,-0.82
2019-09-26,67479.23,67002.29,67504.84,66996.24,0.63
2019-09-27,67378.78,67474.06,67644.36,67159.82,-0.15
2019-09-30,68121.98,67431.62,68153.61,67409.71,1.1
2019-10-01,67891.72,68129.29,68129.29,67440.12,-0.34
2019-10-02,67034.7,67736.85,67736.85,66830.96,-1.26
2019-10-03,67255.43,67077.07,67255.43,66503.93,0.33
2019-10-04,67654.1,67333.88,67690.85,67008.77,0.59
2019-10-07,66446.66,67562.24,67577.68,66435.17,-1.78
2019-10-08,66130.96,66503.06,66742.64,66004.99,-0.48
2019-10-09,66377.61,66352.47,66575.51,66050.52,0.37
2019-10-10,66266.97,66362.88,66478.57,66220.98,-0.17
2019-10-11,66448.69,66330.16,66676.03,66142.18,0.27
2019-10-14,66339.83,66568.72,66601.33,66183.04,-0.16
2019-10-15,65328.76,66335.4,66622.44,65269.91,-1.52
2019-10-16,65367.17,65383.41,65524.97,64373.69,0.06
2019-10-17,65318.85,65386.86,65409.34,65043.79,-0.07
2019-10-18,65726.61,65351.33,65735.05,65273.68,0.62
2019-10-21,66261.27,65816.67,66266.72,65578.74,0.81
2019-10-22,66143.55,66267.35,66540.17,65942.28,-0.18
2019-10-23,66040.71,66252.72,66458.17,65619.73,-0.16
2019-10-24,65763.63,66052.87,66111.2,65358.91,-0.42
2019-10-25,65270.99,65850.55,65850.55,65044.48,-0.75
2019-10-28,65691.41,65368.76,65816.64,65099.49,0.64
2019-10-29,66004.77,65724.88,66216.51,65635.46,0.48
2019-10-30,67224.23,65985.02,67225.93,65852.65,1.85
2019-10-31,67949.19,67180.12,67949.19,66974.86,1.08
2019-11-01,68256.96,68096.03,68392.65,67979.88,0.45
2019-11-04,68403.24,68410.64,68647.32,67935.73,0.21
2019-11-05,67986.97,68526.54,68676.71,67658.96,-0.61
2019-11-06,68307.39,68142.99,68332.54,67718.01,0.47
2019-11-07,68913.09,68421.93,69012.68,68370.69,0.89
2019-11-08,68415.09,68761.33,68761.33,67951.27,-0.72
2019-11-11,68389.47,68395.03,68396.93,67751.23,-0.04
2019-11-12,67707.1,68402.17,68402.17,67391.62,-1.0
2019-11-13,67303.34,67670.64,67814.9,67133.13,-0.6
2019-11-14,67908.4,67473.47,67962.62,67259.11,0.9
2019-11-18,67853.21,68044.23,68302.97,67744.52,-0.08
2019-11-19,67568.37,67945.78,68164.29,67417.51,-0.42
2019-11-21,68256.53,67598.07,68256.53,67571.8,1.02
2019-11-22,68847.6,68290.11,68847.6,68255.01,0.87
2019-11-25,68529.26,68975.7,69047.53,68277.78,-0.46
2019-11-26,68190.5,68494.68,68494.68,67601.53,-0.49
2019-11-27,68471.09,68336.64,68568.09,67772.78,0.41
2019-11-28,68875.26,68485.36,68898.43,68171.21,0.59
2019-11-29,69397.56,68824.83,69397.56,68821.87,0.76
2019-12-02,69292.74,69560.5,69797.57,69197.53,-0.15
2019-12-03,69608.21,69388.25,69703.72,68980.45,0.46
2019-12-04,69944.82,69737.76,70104.74,69737.76,0.48
2019-12-05,70491.36,69996.06,70534.54,69906.82,0.78
2019-12-06,70743.62,70546.02,70857.67,70398.36,0.36
2019-12-09,71084.66,70922.58,71111.12,70643.87,0.48
2019-12-10,71139.24,71042.02,71139.24,70777.02,0.08
2019-12-11,71763.29,71190.25,71763.29,71114.24,0.88
2019-12-12,71917.12,71819.34,72000.77,71637.45,0.21
2019-12-13,72677.11,71988.27,72677.11,71954.97,1.06
2019-12-16,72777.62,72691.62,73076.24,72610.15,0.14
2019-12-17,72621.72,72885.57,73117.91,72203.12,-0.21
2019-12-18,73278.29,72638.39,73278.29,72233.13,0.9
2019-12-19,74366.68,73373.53,74410.83,73115.28,1.49
2019-12-20,74498.7,74451.04,74644.26,74107.95,0.18
2019-12-23,75521.52,74550.49,75521.52,74494.74,1.37
2019-12-26,76076.22,75578.42,76141.27,75344.61,0.73
2019-12-27,76224.11,76144.3,76333.87,75727.59,0.19
2019-12-30,76627.21,76176.35,76928.06,76141.82,0.53
2020-01-02,77369.61,76818.41,77369.61,76550.29,0.97
2020-01-03,77360.3,76758.19,77430.64,76288.1,-0.01
2020-01-06,77381.11,77157.38,77515.32,76430.29,0.03
2020-01-07,77012.13,77313.45,77316.5,76522.12,-0.48
2020-01-08,77182.81,77121.01,77196.85,76251.31,0.22
2020-01-09,77732.2,77326.03,77755.76,76999.74,0.71
2020-01-10,78598.22,77902.45,78757.26,77861.99,1.11
2020-01-13,79280.07,78695.04,79340.92,78695.04,0.87
2020-01-14,79383.8,79287.92,79383.8,78575.68,0.13
2020-01-15,79348.04,79313.42,79556.51,78862.88,-0.05
2020-01-16,79546.55,79517.84,79796.27,79109.66,0.25
2020-01-17,79920.64,79736.36,79920.64,79376.73,0.47
2020-01-20,80372.27,79953.42,80427.02,79662.86,0.57
2020-01-21,79974.75,80198.87,80369.79,79769.61,-0.49
2020-01-22,80446.24,80111.25,80683.11,79871.35,0.59
2020-01-23,81053.08,80241.72,81053.08,79484.1,0.75
2020-01-24,81022.53,81134.6,81209.29,80552.36,-0.04
2020-01-27,79592.6,80299.52,80299.52,79242.57,-1.76
2020-01-28,80840.15,79590.47,80965.09,79426.15,1.57
2020-01-29,80331.76,80918.99,81222.27,80161.6,-0.63
2020-01-30,79394.2,79674.99,79683.65,78311.54,-1.17
2020-01-31,78308.77,79183.35,79183.35,78179.36,-1.37
2020-02-03,79288.75,78239.55,79590.61,78189.06,1.25
2020-02-04,79736.1,79805.02,80293.19,79603.19,0.56
2020-02-05,80112.76,79986.26,80472.8,79804.71,0.47
2020-02-06,79039.54,80341.76,80607.34,78843.37,-1.34
2020-02-07,77712.6,78907.72,79013.29,77621.81,-1.68
2020-02-10,76414.25,77651.35,77773.5,76078.29,-1.67
2020-02-11,78062.3,76642.28,78062.3,76607.14,2.16
2020-02-12,79097.71,78177.9,79142.15,77904.54,1.33
2020-02-13,78983.2,78569.72,79214.28,78022.4,-0.14
2020-02-14,78712.14,79148.49,79248.0,78220.02,-0.34
2020-02-17,79628.1,78731.69,79771.1,78643.41,1.16
2020-02-18,79982.06,79434.31,79982.06,79106.23,0.44
2020-02-19,80409.75,79980.4,80648.89,79824.57,0.53
2020-02-20,79175.28,80300.04,80303.38,79018.11,-1.54
2020-02-21,79639.35,78810.19,79639.35,78414.15,0.59
2020-02-26,76253.27,77519.24,77519.24,75640.92,-4.25
2020-02-27,74905.97,75661.54,76913.63,74737.35,-1.77
2020-02-28,75555.55,74614.58,75555.55,72303.15,0.87
2020-03-02,78686.18,75589.66,78686.18,75589.66,4.14
2020-03-03,78600.38,78830.23,80581.71,78064.02,-0.11
2020-03-04,81871.13,79474.0,81914.66,79474.0,4.16
2020-03-05,79053.16,81488.73,81488.73,77950.48,-3.44
2020-03-06,76268.96,77122.83,77122.83,74930.81,-3.52
2020-03-09,70181.75,73307.81,73307.81,69647.3,-7.98
2020-03-10,72862.37,72121.04,73662.29,70541.72,3.82
2020-03-11,68939.52,72035.73,72421.58,66100.37,-5.38
2020-03-12,60947.95,64410.35,64410.35,58016.7,-11.59
2020-03-13,66426.49,64198.71,66739.31,60644.47,8.99
2020-03-16,60334.51,61640.66,62339.79,58788.81,-9.17
2020-03-17,62166.85,61316.82,63543.33,60435.44,3.04
2020-03-18,56119.21,60073.86,60121.55,53437.57,-9.73
2020-03-19,55938.56,54896.86,57194.3,53137.81,-0.32
2020-03-20,54810.36,57919.63,58757.06,54172.51,-2.02
2020-03-23,51681.65,54751.2,54773.74,50355.13,-5.71
2020-03-24,53336.93,53664.0,55069.34,52862.74,3.2
2020-03-25,54886.92,53332.11,55602.51,52654.96,2.91
2020-03-26,58926.21,55251.34,59267.18,55251.34,7.36
2020-03-27,56903.76,57639.93,58279.25,56396.12,-3.43
2020-03-30,57962.12,57437.71,58422.05,56946.49,1.86
2020-03-31,57650.79,57941.21,59066.48,56876.7,-0.54
2020-04-01,55784.44,56660.58,56660.58,54973.35,-3.24
2020-04-02,56195.94,56115.1,56908.48,55456.65,0.74
2020-04-03,55414.6,56156.03,56290.32,54478.51,-1.39
2020-04-06,57018.76,56381.46,58212.91,56381.46,2.89
2020-04-07,57797.33,58497.7,60670.57,57707.58,1.37
2020-04-08,58829.74,57801.33,59259.84,56864.76,1.79
2020-04-09,59562.37,59297.51,60294.95,59137.98,1.25
2020-04-13,59926.2,59537.35,60367.68,58251.3,0.61
2020-04-14,61861.97,60562.69,62217.71,60562.69,3.23
2020-04-15,62374.81,61136.07,62554.99,60602.29,0.83
2020-04-16,61872.81,62895.36,63201.06,61590.92,-0.8
2020-04-17,61893.48,62492.7,62845.49,61527.84,0.03
2020-04-20,62359.38,61311.94,62861.13,60646.0,0.75
2020-04-22,63081.36,62233.09,63812.07,62136.79,1.16
2020-04-23,62253.75,63470.31,64048.35,61606.83,-1.31
2020-04-24,58512.88,61591.31,61647.3,57001.48,-6.01
2020-04-27,60471.58,59266.31,60677.04,59233.37,3.35
2020-04-28,62251.57,61359.99,62538.0,61359.99,2.94
2020-04-29,62450.63,63017.29,63341.89,62049.17,0.32
2020-04-30,61335.14,62222.16,62462.13,60913.32,-1.79
2020-05-04,60355.4,60557.11,60665.9,59379.22,-1.6
2020-05-05,61200.28,60783.67,61888.03,60783.67,1.4
2020-05-06,60363.83,61334.67,61348.94,59789.97,-1.37
2020-05-07,58004.3,60529.51,60784.7,58004.3,-3.91
2020-05-08,59809.31,58724.12,59809.31,58266.14,3.11
2020-05-11,59166.97,59593.38,60066.29,58777.08,-1.07
2020-05-12,58261.09,59231.7,60380.93,58235.91,-1.53
2020-05-13,57512.63,58558.82,58844.71,56997.51,-1.28
2020-05-14,59359.09,57057.23,59359.09,56199.72,3.21
2020-05-15,59058.84,59318.21,59806.5,58157.12,-0.51
2020-05-18,61189.93,59854.28,61469.81,59679.54,3.61
2020-05-19,60257.38,61062.09,61549.67,60180.5,-1.52
2020-05-20,59859.11,60467.47,60880.57,59730.96,-0.66
2020-05-21,61515.74,59834.91,61732.52,59831.26,2.77
2020-05-22,62077.59,61407.2,62231.06,60904.3,0.91
2020-05-25,64774.54,62868.39,64902.1,62868.39,4.34
2020-05-26,64942.48,65223.67,66028.91,64609.52,0.26
2020-05-27,66675.18,65325.47,66855.48,65325.47,2.67
2020-05-28,66574.76,66466.54,66840.99,65912.89,-0.15
2020-05-29,66370.28,66616.6,66970.26,65762.25,-0.31
2020-06-01,66659.08,66293.33,67121.76,65999.47,0.44
2020-06-02,67422.28,66978.03,67575.25,66869.96,1.14
2020-06-03,67829.11,68092.05,69105.93,67017.47,0.6
2020-06-04,67503.38,67849.57,68392.17,67157.26,-0.48
2020-06-05,67879.29,67992.42,69105.48,67876.47,0.56
2020-06-08,70379.8,68223.8,70446.68,68223.8,3.68
2020-06-09,70489.88,69775.16,70581.43,68972.95,0.16
2020-06-10,69266.42,70944.29,71196.02,68662.44,-1.74
2020-06-12,68313.62,67926.08,68371.65,66613.54,-1.38
2020-06-15,67773.57,67491.19,68319.74,66287.24,-0.79
2020-06-16,67826.99,68643.77,69423.04,67826.99,0.08
2020-06-17,70085.73,68066.51,70559.22,68066.51,3.33
2020-06-18,69459.63,70006.82,70292.6,69351.3,-0.89
2020-06-19,70358.71,69846.65,70736.14,69846.65,1.29
2020-06-22,70481.97,70388.26,71256.39,70229.05,0.18
2020-06-23,69754.58,70790.12,71172.56,69534.45,-1.03
2020-06-24,68840.97,69652.48,69697.34,67848.73,-1.31
2020-06-25,69557.99,68674.8,69566.8,68303.49,1.04
2020-06-26,68502.85,69460.82,69486.89,68122.8,-1.52
2020-06-29,69589.04,68670.16,69589.04,68537.83,1.59
2020-06-30,70159.54,69376.16,70510.02,68971.91,0.82
2020-07-01,70885.91,70474.92,71345.11,70290.15,1.04
2020-07-02,70746.77,71329.89,71814.41,70649.89,-0.2
2020-07-03,71605.19,70789.48,71605.19,70651.48,1.21
2020-07-06,71989.5,72071.96,72492.85,71529.66,0.54
2020-07-07,71488.07,71861.65,71971.6,71330.1,-0.7
2020-07-08,71996.52,71663.6,72312.04,71663.6,0.71
2020-07-09,72017.48,72115.41,72869.97,71868.25,0.03
2020-07-10,72050.39,72076.64,72426.98,71546.69,0.05
2020-07-13,71644.41,72268.09,72624.1,71644.41,-0.56
2020-07-14,71731.24,71677.06,72022.84,71126.41,0.12
2020-07-15,72824.08,71887.7,72919.91,71887.7,1.52
2020-07-16,72575.55,72986.73,73109.8,72355.51,-0.34
2020-07-17,74360.87,72718.82,74417.79,72686.67,2.46
2020-07-20,75129.87,74417.38,75133.75,74275.4,1.03
2020-07-21,74700.31,75286.9,75574.72,74234.76,-0.57
2020-07-22,75675.38,74763.54,75806.36,74505.81,1.31
2020-07-23,75167.35,75632.3,76045.19,74686.72,-0.67
2020-07-24,74902.65,74921.06,74981.07,73533.06,-0.35
2020-07-27,76087.31,74776.03,76334.24,74767.22,1.58
2020-07-28,75458.66,76107.27,76107.27,75308.85,-0.83
2020-07-29,75665.49,75674.89,75948.22,75204.63,0.27
2020-07-30,76139.19,75396.02,76154.92,75170.17,0.63
2020-07-31,76523.66,76244.28,76855.43,75946.18,0.5
2020-08-03,75816.09,76772.33,76877.48,75495.9,-0.92
2020-08-04,74355.93,75411.77,75968.53,73955.97,-1.93
2020-08-05,74370.16,74675.22,75298.78,73843.4,0.02
2020-08-06,76087.68,74431.63,76196.71,74350.87,2.31
2020-08-07,75172.68,75916.32,75916.32,74721.58,-1.2
2020-08-10,74854.39,75242.65,75291.89,74148.35,-0.42
2020-08-11,73744.67,75032.74,75182.29,73678.68,-1.48
2020-08-12,72849.95,73949.56,73952.58,72052.51,-1.21
2020-08-13,71707.33,72983.57,73489.53,71335.44,-1.57
2020-08-14,72113.22,71612.61,72191.94,70981.55,0.57
2020-08-17,70279.72,72028.16,72134.58,69608.35,-2.54
2020-08-18,71863.33,70731.42,71863.33,70596.82,2.25
2020-08-19,71213.24,72024.08,72059.64,70736.99,-0.9
2020-08-20,71334.73,70679.28,71437.09,69833.65,0.17
2020-08-21,72236.95,71328.35,72437.97,70956.28,1.26
2020-08-24,73079.37,72628.57,73206.54,72050.27,1.17
2020-08-25,73818.33,73128.39,73923.69,72638.99,1.01
2020-08-26,72637.21,73915.4,74269.95,71965.85,-1.6
2020-08-27,72379.5,72650.34,73184.18,72120.73,-0.35
2020-08-28,73217.55,72479.36,73870.8,72466.94,1.16
2020-08-31,71966.61,73147.3,73147.3,71935.96,-1.71
2020-09-01,72989.05,72190.6,73164.87,72130.06,1.42
2020-09-02,73184.54,73001.07,73265.7,72484.2,0.27
2020-09-03,72426.59,73158.37,73818.83,71898.89,-1.04
2020-09-04,72487.91,72511.22,73013.08,71585.99,0.08
2020-09-08,72907.87,72210.6,73008.2,71676.35,0.58
2020-09-09,73913.37,73255.42,74310.6,73253.36,1.38
2020-09-10,72215.6,74000.11,74398.05,72126.12,-2.3
2020-09-11,70934.89,72057.53,72085.17,70131.77,-1.77
2020-09-14,71654.94,71062.87,71891.54,70886.53,1.02
2020-09-15,71389.88,71792.69,72243.99,71243.52,-0.37
2020-09-16,71615.22,71461.99,72025.58,71458.5,0.32
2020-09-17,71846.29,71402.06,72021.63,71042.92,0.32
2020-09-18,70666.08,71782.14,71822.59,70507.8,-1.64
2020-09-21,70597.75,70217.54,70810.37,69254.29,-0.1
2020-09-22,70935.89,70524.28,71058.43,70234.11,0.48
2020-09-23,70135.47,70905.42,71203.49,70022.56,-1.13
2020-09-24,70760.83,70185.65,71167.66,69995.39,0.89
2020-09-25,70607.48,70569.38,70613.12,69856.2,-0.22
2020-09-28,68787.73,70838.19,71000.68,68319.17,-2.58
2020-09-29,68265.42,68752.73,68765.05,67824.9,-0.76
2020-09-30,68569.31,68352.71,68721.71,68132.8,0.45
2020-10-01,68741.3,68606.6,68888.28,67646.27,0.25
2020-10-02,68242.22,68596.17,69202.55,67833.84,-0.73
2020-10-05,68957.93,68301.98,69267.01,67684.56,1.05
2020-10-06,68717.51,69207.41,69715.22,68440.91,-0.35
2020-10-07,68349.38,68896.28,68907.75,67695.06,-0.54
2020-10-08,69493.19,68326.13,69493.19,68116.68,1.67
2020-10-09,69629.0,69454.72,70319.88,69349.97,0.2
2020-10-13,69415.87,69813.74,70068.25,69161.93,-0.31
2020-10-14,70142.93,69510.75,70616.12,69378.77,1.05
2020-10-15,70776.08,69874.99,70857.32,69533.03,0.9
2020-10-16,70921.52,70814.41,71359.37,70459.09,0.21
2020-10-19,70771.85,71163.23,71721.37,70653.7,-0.21
2020-10-20,71743.84,70884.22,71828.15,70865.11,1.37
2020-10-21,71999.41,71700.9,72137.86,71465.3,0.36
2020-10-22,72421.57,71995.63,72439.48,71604.35,0.59
2020-10-23,72466.15,72314.81,72965.54,72200.95,0.06
2020-10-26,73042.11,72465.28,73939.35,72403.56,0.79
2020-10-27,72788.92,73157.67,73503.29,72646.53,-0.35
2020-10-28,70934.95,72129.3,72129.3,70862.34,-2.55
2020-10-29,71021.21,70994.1,71160.38,69389.34,0.12
2020-10-30,69951.35,70963.08,70963.13,69476.46,-1.51
2020-11-03,71193.09,70509.79,71702.11,70509.79,1.78
2020-11-04,73120.0,71498.89,73247.31,71493.13,2.71
2020-11-05,75467.98,73540.5,75610.48,73540.5,3.21
2020-11-06,76189.2,75190.43,76390.65,74837.61,0.96
2020-11-09,76428.83,77188.82,77989.07,76269.15,0.31
2020-11-10,76526.34,76364.67,76978.9,75925.86,0.13
2020-11-11,75443.43,76309.34,76312.48,74932.41,-1.42
2020-11-12,74373.94,75561.9,76384.12,73874.65,-1.42
2020-11-13,76171.73,74653.61,76171.73,74581.21,2.42
2020-11-16,76768.51,76543.42,77132.34,76351.01,0.78
2020-11-17,77187.53,76508.43,77228.5,75803.97,0.55
2020-11-18,76718.79,77199.97,77359.82,76415.2,-0.61
2020-11-19,76594.22,76718.69,77280.16,76551.41,-0.16
2020-11-20,75619.5,76585.29,76651.92,75520.24,-1.27
