Date,Close,Close_Prev,Close_Diff,Open,Open_Prev,Open_Diff,High,High_Prev,High_Diff,Low,Low_Prev,Low_Diff,Volume
2020-10-01,7.450252532958984,9.447199964523316,26.80375494293765,9.369999885559082,9.402200021743774,0.34365140424727164,9.43000030517578,9.42840000152588,-0.016970345685157262,9.3100004196167,9.3091002368927,-0.00966898693261527,104600.0
2020-10-02,7.410749435424805,9.395300130844117,26.7793522465188,9.43000030517578,9.301347129535676,-1.3642966222333024,9.479999542236328,9.483299703598023,0.03481183039083216,9.31999969482422,9.320600080490113,0.006441906497335056,149900.0
2020-10-05,7.410749435424805,9.394900131225587,26.77395468690603,9.470000267028809,9.300951129913331,-1.785101714347852,9.470000267028809,9.475099802017212,0.053849364779408694,9.329999923706056,9.332799968719483,0.030011200818040557,119800.0
2020-10-06,7.402848720550537,9.381099863052368,26.722836264506455,9.380000114440918,9.287288864421845,-0.9883928452872877,9.479999542236328,9.482699699401856,0.02848267189779486,9.31999969482422,9.320200071334838,0.0021499626306752963,162500.0
2020-10-07,7.426549434661865,9.411299839019776,26.72506824090477,9.390000343322754,9.317186840629578,-0.7754366350471308,9.4399995803833,9.44179983139038,0.01907045643116724,9.300000190734863,9.29850022315979,-0.01612868327215367,156000.0
2020-10-08,7.426549434661865,9.411299858093262,26.72506849773314,9.43000030517578,9.31718685951233,-1.1963249418086557,9.460000038146973,9.458899974822998,-0.011628576316476317,9.380000114440918,9.378500089645385,-0.015991735364943565,118000.0
2020-10-09,7.394948005676269,9.3697998046875,26.7054183138997,9.4399995803833,9.276101806640625,-1.73620530750088,9.4399995803833,9.443399839401245,0.03601969458780408,9.329999923706056,9.333499975204468,0.03751394991460306,200500.0
2020-10-13,7.410749435424805,9.394900150299073,26.773954944281975,9.399999618530272,9.300951148796083,-1.0537071675932235,9.420000076293944,9.418500003814698,-0.015924336168752325,9.3100004196167,9.308400239944458,-0.017187750806860157,149400.0
2020-10-14,7.473954677581787,9.462799797058105,26.61034492812596,9.380000114440918,9.4113001537323,0.33368911417383357,9.460000038146973,9.45879997253418,-0.012685682959336114,9.350000381469728,9.352999992370606,0.03208139870049828,120000.0
2020-10-15,7.450252532958984,9.454299879074096,26.899052579083154,9.449999809265137,9.359756880283355,-0.9549516487111939,9.449999809265137,9.45369987487793,0.03915413425898692,9.350000381469728,9.367000007629395,0.18181417610802678,130100.0
2020-10-16,7.497655868530273,9.529499959945678,27.099724594504448,9.4399995803833,9.48169984817505,0.44174014454834554,9.5,9.500299959182739,0.00315746508145914,9.359999656677246,9.376499948501587,0.17628517552957731,73700.0
2020-10-19,7.5292582511901855,9.56019998550415,26.973994868524052,9.489999771118164,9.519799842834473,0.3140155156484051,9.56999969482422,9.580899934768677,0.11390010754495507,9.399999618530272,9.42329984664917,0.24787477728155316,97500.0
2020-10-20,7.5845627784729,9.655400056838989,27.303317789704384,9.550000190734863,9.576600122451783,0.27853331084460237,9.630000114440918,9.628499975204468,-0.015577769663786496,9.449999809265137,9.47529987335205,0.2677255512969225,100200.0
2020-10-21,7.568762302398682,9.65500002861023,27.563789730196454,9.619999885559082,9.644300079345703,0.25260077001766507,9.630000114440918,9.632999982833862,0.031151280968789014,9.529999732971191,9.594300069808959,0.674714990970106,124600.0
2020-10-22,7.576662540435791,9.678300046920777,27.738301597422137,9.619999885559082,9.644400091171265,0.2536403939963789,9.640000343322754,9.659700031280517,0.20435360224243232,9.529999732971191,9.591600074768067,0.646383457742976,84800.0
2020-10-23,7.545060157775879,9.574899978637696,26.90289776907716,9.609999656677246,9.479150978851319,-1.3615887877270694,9.619999885559082,9.626999998092652,0.0727662434183373,9.539999961853027,9.594100074768066,0.5670871397417789,97600.0
